airport_id,airport_type,airport_name,airport_long,airport_lat
28196,seaplane_base,Coal Harbour Seaplane Base,50.5999984741,-127.583000183
636,small_airport,Springhouse Airpark,51.95560073852539,-122.13899993896484
637,small_airport,Nakusp Airport,50.26639938354492,-117.81300354003906
28389,seaplane_base,Queen Charlotte City Seaplane Base,53.25,-132.06700134277344
28384,seaplane_base,Powell Lake Seaplane Base,49.8833007812,-124.532997131
638,small_airport,Crawford Bay Airport,49.66669845581055,-116.81700134277344
46600,small_airport,Arthur (Arthur South),43.782729269399994,-80.4329252243
28276,seaplane_base,Kyuquot Seaplane Base,50.03329849243164,-127.36699676513672
28176,seaplane_base,Bella Bella/Waglisla Seaplane Base,52.166698,-128.132994
640,small_airport,Moose Lake (Lodge) Airport,53.07329940795898,-125.40899658203124
641,small_airport,Barkerville Airport,53.08810043334961,-121.51499938964844
28225,seaplane_base,Fort Langley Seaplane Base,49.16669845581055,-122.53299713134766
320490,heliport,Aerosmith Heli Service Heliport,49.3074,-124.413302
320516,seaplane_base,Roberval (Air Saguenay) Water Aerodrome,48.526,-72.22
642,small_airport,Atwood / Coghlin Airport,43.6833000183,-81.00440216060001
28333,seaplane_base,Nanaimo/Long Lake Seaplane Base,49.21670150756836,-124.01699829101562
643,small_airport,Qualicum Beach Airport,49.3372,-124.393997
644,small_airport,Port Mcneill Airport,50.5755996704,-127.028999329
28301,seaplane_base,Lasqueti Island/False Bay Seaplane Base,49.5,-124.3499984741211
646,small_airport,Oliver Airport,49.173301696777344,-119.5510025024414
647,small_airport,Vanderhoof Airport,54.04610061645508,-124.01200103759766
28241,seaplane_base,Gold River Seaplane Base,49.679217,-126.116203
28396,seaplane_base,Rivers Inlet Seaplane Base,51.683985,-127.264044
28224,seaplane_base,Fort Grahame Seaplane Base,56.52750015260001,-124.472999573
649,small_airport,One Hundred Mile House Airport,51.64250183105469,-121.30699920654295
650,small_airport,Mcbride Airport,53.31499862670898,-120.1709976196289
28432,seaplane_base,Sullivan Bay Seaplane Base,50.885359,-126.831069
45222,small_airport,Beausejour/Av-Ranch Airpark,50.041111,-96.585833
28311,seaplane_base,Mansons Landing Seaplane Base,50.0666999817,-124.98300170899999
28414,seaplane_base,Shawnigan Lake Seaplane Base,48.63330078125,-123.63300323486328
651,small_airport,Oak Hammock Air Park,50.13779830932617,-97.0614013671875
652,small_airport,Scum Lake Airport,51.79999923706055,-123.58300018310548
653,heliport,Whistler (Hospital) Heliport,50.1202526317,-122.95467943
28378,seaplane_base,Port Hardy Seaplane Base,50.71670150756836,-127.48300170898438
28232,seaplane_base,Fort Ware Seaplane Base,57.4236,-125.6442
28175,seaplane_base,Bella Bella/Shearwater Seaplane Base,52.150002,-128.08299
28463,seaplane_base,Whaletown Seaplane Base,50.108503999999996,-125.051001
44374,small_airport,Axe Lake,57.2691650390625,-109.84750366210938
654,small_airport,Likely Airport,52.61669921875,-121.5
28235,seaplane_base,Ganges Seaplane Base,48.8545,-123.4969
28319,seaplane_base,Minstrel Island Seaplane Base,50.61669921875,-126.31700134277344
28419,seaplane_base,Smithers/Tyhee Lake Seaplane Base,54.716702000000005,-127.050005
655,small_airport,Gang Ranch Airport,51.55170059204102,-122.3270034790039
28252,seaplane_base,Hartley Bay Seaplane Base,53.416698,-129.25
311583,small_airport,Ayr/Sargeant Private Airfield,43.3058333333,-80.49916666670002
28320,seaplane_base,Mission Seaplane Base,49.13330078125,-122.3000030517578
28469,seaplane_base,Winfield (Wood Lake) Seaplane Base,50.04999923706055,-119.4000015258789
28435,seaplane_base,Takla Landing Seaplane Base,55.483999999999995,-125.98700000000001
656,heliport,Quesnel (G.R. Baker Memorial Hospital) Heliport,52.9826679166,-122.50075846899999
657,small_airport,Cache Creek-Ashcroft Regional Airport,50.775258,-121.32131399999999
28229,seaplane_base,Fort St. James/Stuart River Seaplane Base,54.419,-124.271
28273,seaplane_base,Kincolith Seaplane Base,55.0,-129.94999694824222
310995,seaplane_base,Bala/Muskoka Float Flying Club Seaplane Base,45.0355,-79.55533299999999
658,small_airport,Beaverley Airport,53.85559844970703,-122.90799713134766
659,small_airport,Ospika Airport,56.2750015258789,-124.052001953125
320797,seaplane_base,Lake Muskoka/Boyd Bay Seaplane Base,45.0505,-79.409002
320186,heliport,Beddis Beach Helipad,48.79997,-123.4236
661,heliport,Port Alice (Hospital) Heliport,50.4257417034,-127.48843342100001
662,small_airport,Tipella Airport,49.74309921264648,-122.16300201416016
663,small_airport,Osoyoos Airport,49.037200927700006,-119.48899841299999
664,small_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994
665,small_airport,Ford Bay Airport,66.03749847412111,-124.71499633789062
28153,seaplane_base,Alert Bay Seaplane Base,50.58330154418945,-126.93299865722656
666,heliport,Kamloops (Royal Inland Hospital) Heliport,50.669028798,-120.333158076
